ID,MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,VEHICLE COLOR,VEHICLE TYPE,RATING,RATE COUNT
9665,INNOVA CRYSTA 2.4 G MT 8 STR,1753000,52000,2018,DIESEL,GARNET RED,MANUAL,5,63
9666,INNOVA CRYSTA 2.4 G MT 8 STR,1548000,62000,2015,DIESEL,GREY ,MANUAL,2,57
9667,INNOVA CRYSTA 2.4 G PLUS MT,1748000,63000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,4,74
9668,INNOVA CRYSTA 2.4 G PLUS MT,1929000,48000,2019,DIESEL,SILVER,MANUAL,5,85
9669,INNOVA CRYSTA 2.4 G PLUS MT,1719000,65000,2017,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,2,49
9670,INNOVA CRYSTA 2.4 G PLUS MT,1959000,40000,2020,DIESEL,AVANT GRADE BRONZE,MANUAL,4,86
9671,INNOVA CRYSTA 2.4 G PLUS MT,1878000,57000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,5,95
9672,INNOVA CRYSTA 2.4 G PLUS MT,1628000,74000,2014,DIESEL,SUPER WHITE,MANUAL,2,63
9673,INNOVA CRYSTA 2.4 G PLUS MT,1551000,76000,2013,DIESEL,GARNET RED,MANUAL,4,35
9674,INNOVA CRYSTA 2.4 G PLUS MT,1528000,85000,2012,DIESEL,GREY ,MANUAL,5,45
9675,INNOVA CRYSTA 2.4 G PLUS MT,1681000,69000,2015,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,3,56
9676,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1728000,64000,2016,DIESEL,SILVER,MANUAL,5,68
9677,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1518000,90000,2011,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,3,61
9678,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1681000,69000,2015,DIESEL,AVANT GRADE BRONZE,MANUAL,4,49
9679,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1779000,76000,2014,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,3,75
9680,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1515000,76000,2013,DIESEL,SUPER WHITE,MANUAL,5,86
9681,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1518000,90000,2011,DIESEL,GARNET RED,MANUAL,3,37
9682,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1753000,65000,2017,DIESEL,GREY ,MANUAL,4,56
9683,INNOVA CRYSTA 2.4 G PLUS MT 8 STR,1980000,56000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,5,84
9684,INNOVA CRYSTA 2.4 GX MT,1756000,64000,2017,DIESEL,SILVER,MANUAL,1,86
9685,INNOVA CRYSTA 2.4 GX MT,1885000,54000,2018,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,59
9686,INNOVA CRYSTA 2.4 GX MT,1988000,38000,2020,DIESEL,AVANT GRADE BRONZE,MANUAL,2,53
9687,INNOVA CRYSTA 2.4 GX MT,1968000,40000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,3,56
9688,INNOVA CRYSTA 2.4 GX MT,1738000,67000,2016,DIESEL,SUPER WHITE,MANUAL,4,52
9689,INNOVA CRYSTA 2.4 GX MT,1525000,88000,2011,DIESEL,GARNET RED,MANUAL,5,54
9690,INNOVA CRYSTA 2.4 GX MT,1979000,40000,2019,DIESEL,GREY ,MANUAL,2,57
9691,INNOVA CRYSTA 2.4 GX MT,1548000,68000,2012,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,4,45
9692,INNOVA CRYSTA 2.4 GX MT 8 STR,1757000,65000,2016,DIESEL,SILVER,MANUAL,5,64
9693,INNOVA CRYSTA 2.4 GX MT 8 STR,1588000,75000,2014,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,3,68
9694,INNOVA CRYSTA 2.4 GX MT 8 STR,1527000,90000,2011,DIESEL,AVANT GRADE BRONZE,MANUAL,5,95
9695,INNOVA CRYSTA 2.4 GX MT 8 STR,1528000,64000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,3,72
9696,INNOVA CRYSTA 2.4 GX MT 8 STR,2018000,42000,2019,DIESEL,SUPER WHITE,MANUAL,4,84
9697,INNOVA CRYSTA 2.4 GX MT 8 STR,1889000,59000,2018,DIESEL,GARNET RED,MANUAL,5,83
9698,INNOVA CRYSTA 2.4 GX MT 8 STR,2028000,31000,2020,DIESEL,GREY ,MANUAL,1,51
9699,INNOVA CRYSTA 2.4 GX MT 8 STR,1886000,54000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,5,49
9700,INNOVA CRYSTA 2.4 GX AT,1749000,63000,2016,DIESEL,SILVER,AMT,2,76
9701,INNOVA CRYSTA 2.4 GX AT,1548000,87000,2012,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,3,85
9702,INNOVA CRYSTA 2.4 GX AT,1913000,62000,2018,DIESEL,AVANT GRADE BRONZE,AMT,4,85
9703,INNOVA CRYSTA 2.4 GX AT,1779000,64000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,5,90
9704,INNOVA CRYSTA 2.4 GX AT,2048000,42000,2020,DIESEL,SUPER WHITE,AMT,5,67
9705,INNOVA CRYSTA 2.4 GX AT,1348000,87000,2015,DIESEL,GARNET RED,AMT,4,87
9706,INNOVA CRYSTA 2.4 GX AT,2038000,43000,2019,DIESEL,GREY ,AMT,3,85
9707,INNOVA CRYSTA 2.4 GX AT,5480000,74000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,2,59
9708,INNOVA CRYSTA 2.4 GX AT 8 STR,2247000,42000,2019,DIESEL,SILVER,AMT,5,77
9709,INNOVA CRYSTA 2.4 GX AT 8 STR,1928000,72000,2015,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,4,64
9710,INNOVA CRYSTA 2.4 GX AT 8 STR,1981000,61000,2017,DIESEL,AVANT GRADE BRONZE,AMT,2,54
9711,INNOVA CRYSTA 2.4 GX AT 8 STR,1948000,65000,2016,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,3,85
9712,INNOVA CRYSTA 2.4 GX AT 8 STR,2178000,41000,2020,DIESEL,SUPER WHITE,AMT,5,64
9713,INNOVA CRYSTA 2.4 GX AT 8 STR,2028000,58000,2018,DIESEL,GARNET RED,AMT,4,79
9714,INNOVA CRYSTA 2.4 GX AT 8 STR,1626000,85000,2012,DIESEL,GREY ,AMT,3,82
9715,INNOVA CRYSTA 2.4 GX AT 8 STR,1719000,75000,2013,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,5,76
9716,INNOVA CRYSTA 2.4 VX MT,2476000,40000,2020,DIESEL,SILVER,MANUAL,3,83
9717,INNOVA CRYSTA 2.4 VX MT,2452000,52000,2019,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,4,81
9718,INNOVA CRYSTA 2.4 VX MT,2348000,65000,2018,DIESEL,AVANT GRADE BRONZE,MANUAL,3,91
9719,INNOVA CRYSTA 2.4 VX MT,2318000,62000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,5,54
9720,INNOVA CRYSTA 2.4 VX MT,2128000,64000,2014,DIESEL,SUPER WHITE,MANUAL,2,84
9721,INNOVA CRYSTA 2.4 VX MT,2468000,58000,2018,DIESEL,GARNET RED,MANUAL,4,59
9722,INNOVA CRYSTA 2.4 VX MT,2248000,66000,2016,DIESEL,GREY ,MANUAL,5,64
9723,INNOVA CRYSTA 2.4 VX MT,2148000,71000,2015,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,2,71
9724,INNOVA CRYSTA 2.4 VX MT 8 STR,2338000,70000,2017,DIESEL,SILVER,MANUAL,4,54
9725,INNOVA CRYSTA 2.4 VX MT 8 STR,2455000,28000,2020,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,69
9726,INNOVA CRYSTA 2.4 VX MT 8 STR,2148000,48000,2014,DIESEL,AVANT GRADE BRONZE,MANUAL,2,64
9727,INNOVA CRYSTA 2.4 VX MT 8 STR,2358000,70000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,4,67
9728,INNOVA CRYSTA 2.4 VX MT 8 STR,2263000,71000,2016,DIESEL,SUPER WHITE,MANUAL,5,54
9729,INNOVA CRYSTA 2.4 VX MT 8 STR,2178000,77000,2013,DIESEL,GARNET RED,MANUAL,3,69
9730,INNOVA CRYSTA 2.4 VX MT 8 STR,3238000,70000,2017,DIESEL,GREY ,MANUAL,5,84
9731,INNOVA CRYSTA 2.4 VX MT 8 STR,2448000,67000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,3,85
9732,INNOVA CRYSTA LEADERSHIP EDITION,2218000,80000,2013,DIESEL,SILVER,MANUAL,4,72
9733,INNOVA CRYSTA LEADERSHIP EDITION,2418000,72000,2017,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,94
9734,INNOVA CRYSTA LEADERSHIP EDITION,2279000,76000,2016,DIESEL,AVANT GRADE BRONZE,MANUAL,3,63
9735,INNOVA CRYSTA LEADERSHIP EDITION,2448000,64000,2018,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,4,57
9736,INNOVA CRYSTA LEADERSHIP EDITION,2248000,78000,2014,DIESEL,SUPER WHITE,MANUAL,5,67
9737,INNOVA CRYSTA LEADERSHIP EDITION,2458000,56000,2018,DIESEL,GARNET RED,MANUAL,1,87
9738,INNOVA CRYSTA LEADERSHIP EDITION,2478000,52000,2019,DIESEL,GREY ,MANUAL,5,85
9739,INNOVA CRYSTA LEADERSHIP EDITION,2553000,41000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,2,59
9740,INNOVA CRYSTA 2.4 ZX MT,2028000,85000,2014,DIESEL,SILVER,MANUAL,3,77
9741,INNOVA CRYSTA 2.4 ZX MT,2358000,72000,2017,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,4,64
9742,INNOVA CRYSTA 2.4 ZX MT,2548000,54000,2019,DIESEL,AVANT GRADE BRONZE,MANUAL,5,54
9743,INNOVA CRYSTA 2.4 ZX MT,2578000,48000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,85
9744,INNOVA CRYSTA 2.4 ZX MT,2428000,59000,2018,DIESEL,SUPER WHITE,MANUAL,4,64
9745,INNOVA CRYSTA 2.4 ZX MT,2048000,81000,2015,DIESEL,GARNET RED,MANUAL,5,79
9746,INNOVA CRYSTA 2.4 ZX MT,2148000,78000,2016,DIESEL,GREY ,MANUAL,3,82
9747,INNOVA CRYSTA 2.4 ZX AT,2779000,31000,2020,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,MANUAL,5,76
9748,INNOVA CRYSTA 2.4 ZX AT,2448000,80000,2015,DIESEL,SILVER,AMT,3,83
9749,INNOVA CRYSTA 2.4 ZX AT,2623000,69000,2018,DIESEL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,4,81
9750,INNOVA CRYSTA 2.4 ZX AT,2258000,87000,2013,DIESEL,AVANT GRADE BRONZE,AMT,5,91
9751,INNOVA CRYSTA 2.4 ZX AT,2518000,74000,2017,DIESEL,WHITE PEARL CRYSTAL SHINE,AMT,1,54
9752,INNOVA CRYSTA 2.4 ZX AT,2478000,76000,2016,DIESEL,SUPER WHITE,AMT,5,84
9753,INNOVA CRYSTA 2.4 ZX AT,2738000,44000,2019,DIESEL,GARNET RED,AMT,2,59
9754,INNOVA CRYSTA 2.4 ZX AT,2278000,85000,2014,DIESEL,GREY ,AMT,3,64
9755,INNOVA CRYSTA 2.4 ZX AT,2478000,76000,2016,DIESEL,WHITE PEARL CRYSTAL SHINE WITH ATTITUDE BLACK,AMT,4,71
9756,GLANZA G,583000,66000,2018,PETROL,GAMING GREY,MANUAL,5,54
9757,GLANZA G,659000,60000,2019,PETROL,SPORTIN RED,MANUAL,5,69
9758,GLANZA G,623000,68000,2018,PETROL,ENTICING SILVER,MANUAL,4,64
9759,GLANZA G,653000,41000,2020,PETROL,INSTA BLUE,MANUAL,3,67
9760,GLANZA G,618000,54000,2019,PETROL,CAFE WHITE,MANUAL,2,54
9761,GLANZA G SMART HYBRID,728000,48000,2020,PETROL,GAMING GREY,MANUAL,5,69
9762,GLANZA G SMART HYBRID,678000,62000,2019,PETROL,SPORTIN RED,MANUAL,4,84
9763,GLANZA G SMART HYBRID,648000,64000,2018,PETROL,ENTICING SILVER,MANUAL,2,85
9764,GLANZA G SMART HYBRID,758000,39000,2020,PETROL,INSTA BLUE,MANUAL,3,72
9765,GLANZA G SMART HYBRID,628000,67000,2018,PETROL,CAFE WHITE,MANUAL,5,94
9766,GLANZA V,728000,52000,2020,PETROL,GAMING GREY,MANUAL,4,63
9767,GLANZA V,628000,70000,2018,PETROL,SPORTIN RED,MANUAL,3,57
9768,GLANZA V,748000,39000,2020,PETROL,ENTICING SILVER,MANUAL,5,54
9769,GLANZA V,683000,54000,2019,PETROL,INSTA BLUE,MANUAL,3,69
9770,GLANZA V,679000,58000,2019,PETROL,CAFE WHITE,MANUAL,4,84
9771,GLANZA G CVT,653000,74000,2018,PETROL,GAMING GREY,AMT,3,85
9772,GLANZA G CVT,838000,56000,2019,PETROL,SPORTIN RED,AMT,5,72
9773,GLANZA G CVT,658000,54000,2018,PETROL,ENTICING SILVER,AMT,2,94
9774,GLANZA G CVT,763000,68000,2019,PETROL,INSTA BLUE,AMT,4,63
9775,GLANZA G CVT,818000,41000,2020,PETROL,CAFE WHITE,AMT,5,57
9776,GLANZA V CVT,783000,73000,2018,PETROL,GAMING GREY,AMT,2,67
9777,GLANZA V CVT,658000,56000,2019,PETROL,SPORTIN RED,AMT,4,87
9778,GLANZA V CVT,785000,65000,2018,PETROL,ENTICING SILVER,AMT,5,85
9779,GLANZA V CVT,878000,38000,2020,PETROL,INSTA BLUE,AMT,2,59
9780,GLANZA V CVT,883000,48000,2020,PETROL,CAFE WHITE,AMT,4,77
9781,YARIS J OPTIONAL,848000,75000,2019,PETROL,WILDFIRE RED ,MANUAL,5,64
9782,YARIS J OPTIONAL,893000,32000,2020,PETROL,PHANTOM BROWN,MANUAL,3,54
9783,YARIS J OPTIONAL,883000,48000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,85
9784,YARIS J OPTIONAL,793000,78000,2018,PETROL,PEARL WHITE,MANUAL,3,64
9785,YARIS J OPTIONAL,852000,64000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,MANUAL,4,79
9786,YARIS J OPTIONAL,783000,85000,2018,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,MANUAL,3,82
9787,YARIS J OPTIONAL,888000,41000,2020,PETROL,SUPER WHITE,MANUAL,4,76
9788,YARIS J OPTIONAL,850000,70000,2019,PETROL,GREY METALLIC ,MANUAL,5,83
9789,YARIS J OPTIONAL,895000,31000,2020,PETROL,SILVER METALLIC,MANUAL,5,81
9790,YARIS J OPTIONAL,848000,63000,2018,PETROL,GREY METALLIC WITH ATTITUDE BLACK,MANUAL,4,91
9791,YARIS J OPTIONAL CVT,878000,62000,2019,PETROL,WILDFIRE RED ,AMT,3,54
9792,YARIS J OPTIONAL CVT,941000,48000,2020,PETROL,PHANTOM BROWN,AMT,4,84
9793,YARIS J OPTIONAL CVT,885000,55000,2019,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,3,59
9794,YARIS J OPTIONAL CVT,888000,31000,2019,PETROL,PEARL WHITE,AMT,5,64
9795,YARIS J OPTIONAL CVT,848000,63000,2018,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,AMT,2,71
9796,YARIS J OPTIONAL CVT,843000,71000,2018,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,AMT,4,54
9797,YARIS J OPTIONAL CVT,840000,74000,2018,PETROL,SUPER WHITE,AMT,5,69
9798,YARIS J OPTIONAL CVT,883000,57000,2019,PETROL,GREY METALLIC ,AMT,2,64
9799,YARIS J OPTIONAL CVT,839000,76000,2018,PETROL,SILVER METALLIC,AMT,4,67
9800,YARIS J OPTIONAL CVT,938000,51000,2020,PETROL,GREY METALLIC WITH ATTITUDE BLACK,AMT,5,54
9801,YARIS G OPTIONAL,843000,63000,2018,PETROL,WILDFIRE RED ,MANUAL,2,77
9802,YARIS G OPTIONAL,883000,57000,2019,PETROL,PHANTOM BROWN,MANUAL,4,52
9803,YARIS G OPTIONAL,887000,58000,2018,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,91
9804,YARIS G OPTIONAL,948000,45000,2020,PETROL,PEARL WHITE,MANUAL,3,64
9805,YARIS G OPTIONAL,891000,58000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,MANUAL,5,62
9806,YARIS G OPTIONAL,948000,45000,2020,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,MANUAL,3,51
9807,YARIS G OPTIONAL,888000,60000,2019,PETROL,SUPER WHITE,MANUAL,4,59
9808,YARIS G OPTIONAL,840000,68000,2018,PETROL,GREY METALLIC ,MANUAL,3,86
9809,YARIS G OPTIONAL,939000,54000,2020,PETROL,SILVER METALLIC,MANUAL,5,72
9810,YARIS G OPTIONAL,838000,70000,2018,PETROL,GREY METALLIC WITH ATTITUDE BLACK,MANUAL,3,58
9811,YARIS G OPTIONAL CVT,1093000,68000,2019,PETROL,WILDFIRE RED ,AMT,4,90
9812,YARIS G OPTIONAL CVT,1043000,71000,2018,PETROL,PHANTOM BROWN,AMT,5,74
9813,YARIS G OPTIONAL CVT,1095000,64000,2019,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,1,55
9814,YARIS G OPTIONAL CVT,1145000,34000,2020,PETROL,PEARL WHITE,AMT,5,64
9815,YARIS G OPTIONAL CVT,1098000,61000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,AMT,2,52
9816,YARIS G OPTIONAL CVT,1143000,38000,2020,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,AMT,3,68
9817,YARIS G OPTIONAL CVT,1091000,71000,2019,PETROL,SUPER WHITE,AMT,4,45
9818,YARIS G OPTIONAL CVT,1041000,74000,2018,PETROL,GREY METALLIC ,AMT,5,71
9819,YARIS G OPTIONAL CVT,1085000,65000,2019,PETROL,SILVER METALLIC,AMT,2,54
9820,YARIS G OPTIONAL CVT,1148000,29000,2020,PETROL,GREY METALLIC WITH ATTITUDE BLACK,AMT,4,69
9821,YARIS J,1040000,71000,2018,PETROL,WILDFIRE RED ,MANUAL,5,64
9822,YARIS J,1088000,60000,2019,PETROL,PHANTOM BROWN,MANUAL,3,67
9823,YARIS J,1085000,65000,2019,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,54
9824,YARIS J,1141000,52000,2020,PETROL,PEARL WHITE,MANUAL,3,77
9825,YARIS J,1042000,68000,2018,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,MANUAL,4,52
9826,YARIS J,1088000,60000,2019,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,MANUAL,5,91
9827,YARIS J,1040000,71000,2018,PETROL,SUPER WHITE,MANUAL,1,64
9828,YARIS J,1090000,55000,2019,PETROL,GREY METALLIC ,MANUAL,5,62
9829,YARIS J,1044000,65000,2018,PETROL,SILVER METALLIC,MANUAL,2,51
9830,YARIS J,1093000,52000,2019,PETROL,GREY METALLIC WITH ATTITUDE BLACK,MANUAL,3,59
9831,YARIS G,1128000,78000,2018,PETROL,WILDFIRE RED ,MANUAL,4,86
9832,YARIS G,1178000,68000,2019,PETROL,PHANTOM BROWN,MANUAL,5,72
9833,YARIS G,1228000,50000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,5,58
9834,YARIS G,1178000,70000,2019,PETROL,PEARL WHITE,MANUAL,4,90
9835,YARIS G,1175000,74000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,MANUAL,3,74
9836,YARIS G,1226000,55000,2020,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,MANUAL,2,55
9837,YARIS G,1125000,82000,2018,PETROL,SUPER WHITE,MANUAL,5,64
9838,YARIS G,1233000,37000,2020,PETROL,GREY METALLIC ,MANUAL,4,52
9839,YARIS G,1183000,64000,2019,PETROL,SILVER METALLIC,MANUAL,2,68
9840,YARIS G,1131000,73000,2018,PETROL,GREY METALLIC WITH ATTITUDE BLACK,MANUAL,3,52
9841,YARIS J CVT,1242000,55000,2020,PETROL,WILDFIRE RED ,AMT,5,91
9842,YARIS J CVT,1225000,48000,2019,PETROL,PHANTOM BROWN,AMT,4,64
9843,YARIS J CVT,1229000,60000,2020,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,3,62
9844,YARIS J CVT,1188000,61000,2019,PETROL,PEARL WHITE,AMT,5,51
9845,YARIS J CVT,1292000,37000,2020,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,AMT,3,59
9846,YARIS J CVT,1229000,72000,2018,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,AMT,4,86
9847,YARIS J CVT,1133000,68000,2018,PETROL,SUPER WHITE,AMT,3,72
9848,YARIS J CVT,1248000,42000,2020,PETROL,GREY METALLIC ,AMT,5,58
9849,YARIS J CVT,1215000,54000,2019,PETROL,SILVER METALLIC,AMT,2,90
9850,YARIS J CVT,1138000,57000,2018,PETROL,GREY METALLIC WITH ATTITUDE BLACK,AMT,4,74
9851,YARIS V OPTIONAL,1186000,64000,2018,PETROL,WILDFIRE RED ,MANUAL,5,55
9852,YARIS V OPTIONAL,1285000,41000,2020,PETROL,PHANTOM BROWN,MANUAL,2,64
9853,YARIS V OPTIONAL,1182000,80000,2018,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,MANUAL,4,52
9854,YARIS V OPTIONAL,1238000,63000,2019,PETROL,PEARL WHITE,MANUAL,5,68
9855,YARIS V OPTIONAL,1278000,52000,2020,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,MANUAL,2,45
9856,YARIS V OPTIONAL,1240000,56000,2019,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,MANUAL,4,71
9857,YARIS V OPTIONAL,1178000,85000,2018,PETROL,SUPER WHITE,MANUAL,5,54
9858,YARIS V OPTIONAL,1228000,73000,2019,PETROL,GREY METALLIC ,MANUAL,3,69
9859,YARIS V OPTIONAL,1233000,68000,2019,PETROL,SILVER METALLIC,MANUAL,5,64
9860,YARIS V OPTIONAL,1281000,48000,2019,PETROL,GREY METALLIC WITH ATTITUDE BLACK,MANUAL,3,67
9861,YARIS G CVT,1315000,54000,2019,PETROL,WILDFIRE RED ,AMT,4,54
9862,YARIS G CVT,1268000,71000,2018,PETROL,PHANTOM BROWN,AMT,3,77
9863,YARIS G CVT,1313000,61000,2019,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,4,52
9864,YARIS G CVT,1363000,42000,2020,PETROL,PEARL WHITE,AMT,5,91
9865,YARIS G CVT,1318000,50000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,AMT,5,64
9866,YARIS G CVT,1365000,40000,2020,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,AMT,4,62
9867,YARIS G CVT,1368000,35000,2020,PETROL,SUPER WHITE,AMT,3,51
9868,YARIS G CVT,1320000,46000,2019,PETROL,GREY METALLIC ,AMT,4,59
9869,YARIS G CVT,1370000,28000,2020,PETROL,SILVER METALLIC,AMT,3,58
9870,YARIS G CVT,1270000,68000,2018,PETROL,GREY METALLIC WITH ATTITUDE BLACK,AMT,5,90
9871, YARIS V OPTIONAL CVT,1128000,68000,2018,PETROL,PHANTOM BROWN,AMT,2,74
9872, YARIS V OPTIONAL CVT,1324000,77000,2019,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,4,55
9873, YARIS V OPTIONAL CVT,1429000,51000,2019,PETROL,PEARL WHITE,AMT,5,64
9874, YARIS V OPTIONAL CVT,1427000,67000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,AMT,2,52
9875, YARIS V OPTIONAL CVT,1474000,46000,2020,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,AMT,4,68
9876, YARIS V OPTIONAL CVT,1425000,68000,2020,PETROL,SUPER WHITE,AMT,5,52
9877, YARIS V OPTIONAL CVT,1126000,72000,2018,PETROL,GREY METALLIC ,AMT,2,91
9878, YARIS V OPTIONAL CVT,1478000,40000,2020,PETROL,SILVER METALLIC,AMT,4,64
9879, YARIS V OPTIONAL CVT,1427000,63000,2019,PETROL,GREY METALLIC WITH ATTITUDE BLACK,AMT,5,62
9880,YARIS VX CVT,1476000,55000,2019,PETROL,PHANTOM BROWN,AMT,3,51
9881,YARIS VX CVT,1523000,44000,2019,PETROL,WILDFIRE RED WITH ATTITUDE BLACK,AMT,5,59
9882,YARIS VX CVT,1455000,45000,2018,PETROL,PEARL WHITE,AMT,3,86
9883,YARIS VX CVT,1449000,34000,2019,PETROL,SILVER METALLIC WITH ATTITUDE BLACK,AMT,4,72
9884,YARIS VX CVT,1578000,32000,2020,PETROL,SILVER WHITHE WITH ATTITUDE BLACK,AMT,3,58
9885,YARIS VX CVT,1557000,41000,2020,PETROL,SUPER WHITE,AMT,5,90
9886,YARIS VX CVT,1546000,50000,2020,PETROL,GREY METALLIC ,AMT,3,74
9887,YARIS VX CVT,1448000,52000,2018,PETROL,SILVER METALLIC,AMT,4,55
9888,YARIS VX CVT,1435000,56000,2018,PETROL,GREY METALLIC WITH ATTITUDE BLACK,AMT,5,64
9889,FORTUNER 2.7 2WD MT,2637000,71000,2013,PETROL,PHANTOM BROWN,MANUAL,1,52
9890,FORTUNER 2.7 2WD MT,3277000,34000,2020,PETROL,AVANT GRADE BRONZE,MANUAL,5,68
9891,FORTUNER 2.7 2WD MT,2947000,50000,2018,PETROL,WHITE PEARL CRYSTAL SHINE,MANUAL,2,45
9892,FORTUNER 2.7 2WD MT,3167000,40000,2019,PETROL,SUPER WHITE,MANUAL,3,71
9893,FORTUNER 2.7 2WD MT,2517000,89000,2010,PETROL,ATTITUDE BLACK,MANUAL,4,54
9894,FORTUNER 2.7 2WD MT,2887000,54000,2016,PETROL,GREY METALLIC ,MANUAL,5,69
9895,FORTUNER 2.7 2WD MT,2547000,74000,2011,PETROL,SILVER METALLIC,MANUAL,2,64
9896,FORTUNER 2.7 2WD AT,3454000,37000,2020,PETROL,PHANTOM BROWN,AMT,4,67
9897,FORTUNER 2.7 2WD AT,3368000,51000,2018,PETROL,AVANT GRADE BRONZE,AMT,5,90
9898,FORTUNER 2.7 2WD AT,3267000,53000,2015,PETROL,WHITE PEARL CRYSTAL SHINE,AMT,3,74
9899,FORTUNER 2.7 2WD AT,3287000,50000,2017,PETROL,SUPER WHITE,AMT,5,55
9900,FORTUNER 2.7 2WD AT,2778000,87000,2010,PETROL,ATTITUDE BLACK,AMT,3,64
9901,FORTUNER 2.7 2WD AT,2927000,83000,2012,PETROL,GREY METALLIC ,AMT,4,52
9902,FORTUNER 2.7 2WD AT,3147000,77000,2014,PETROL,SILVER METALLIC,AMT,5,68
9903,FORTUNER 2.8 2WD MT,2947000,77000,2013,DIESEL,PHANTOM BROWN,MANUAL,1,45
