MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,BHP,VEHICLE TYPE,CC,DOORS,CYLINDER,GEAR,WEIGHT,ABS,AIRBAGS,CD PLAYER,CENTRAL LOCK,POWER WINDOW,POWER STEERING,MISTLAMPS,BACK SEAT DIVIDER,ALLOY WHEELS,MFG MONTH
154,1141000,36000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,0,SEPTEMBER
154,1091000,66000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,0,JANUARY
154,1039000,72000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,0,FEBRUARY
154,1089000,69000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,0,APRIL
154,1139000,39000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,0,MAY
154,1146000,27000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,0,SEPTEMBER
470,1083000,63000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,MARCH
470,1139000,50000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,0VEMBER
470,1038000,69000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,OCTOBER
470,1086000,58000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,SEPTEMBER
470,1141000,42000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,JANUARY
470,1040000,66000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,APRIL
470,1088000,53000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,OCTOBER
470,1143000,37000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,APRIL
470,1091000,50000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,0,0,1,FEBRUARY
470,1042000,63000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,MAY
471,1226000,48000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,MARCH
471,1176000,68000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,JULY
471,1126000,76000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,DECEMBER
471,1176000,66000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,JANUARY
471,1224000,53000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,0VEMBER
471,1173000,72000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,FEBRUARY
471,1123000,80000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,OCTOBER
471,1231000,35000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,MARCH
471,1181000,62000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,DECEMBER
471,1129000,71000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,JANUARY
370,1136000,55000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,MARCH
370,1186000,46000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,FEBRUARY
370,1246000,40000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,SEPTEMBER
370,1181000,52000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,0VEMBER
370,1240000,53000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,JUNE
370,1131000,66000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,MAY
370,1179000,59000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,JULY
370,1227000,58000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,MARCH
370,1127000,70000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,JULY
370,1231000,35000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,0,0,1,AUGUST
234,1279000,46000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,SEPTEMBER
234,1231000,66000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,0VEMBER
234,1176000,83000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,JUNE
234,1226000,71000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,AUGUST
234,1276000,50000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,JANUARY
234,1184000,62000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,DECEMBER
234,1238000,54000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,OCTOBER
234,1283000,39000,2020,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,APRIL
234,1236000,61000,2019,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,FEBRUARY
234,1179000,78000,2018,1,106,1,1496,4,4,6,1300,1,1,1,1,1,1,1,0,1,MAY
371,1311000,59000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,MARCH
371,1361000,40000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JULY
371,1313000,52000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,DECEMBER
371,1266000,69000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JANUARY
371,1363000,38000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JULY
371,1316000,48000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,0VEMBER
371,1268000,66000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,OCTOBER
371,1366000,33000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,DECEMBER
371,1318000,44000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JANUARY
371,1368000,26000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JULY
132,1422000,65000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,MAY
132,1472000,44000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JUNE
132,1322000,75000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,JANUARY
132,1427000,49000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,MARCH
132,1479000,35000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,AUGUST
132,1126000,66000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,FEBRUARY
132,1425000,61000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,APRIL
132,1476000,38000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,MAY
132,1124000,70000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,0,1,AUGUST
347,1546000,32000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,JANUARY
347,1576000,30000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,MARCH
347,1521000,42000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,OCTOBER
347,1453000,43000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,APRIL
347,1555000,39000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
347,1474000,53000,2019,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,MAY
347,1446000,50000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,MARCH
347,1544000,48000,2020,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,JULY
347,1445000,55000,2018,1,106,0,1496,4,4,7,1300,1,1,1,1,1,1,1,1,1,DECEMBER
171,2515000,87000,2010,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
171,2885000,52000,2016,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
171,2545000,72000,2011,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
171,2945000,48000,2018,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
171,3165000,38000,2019,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
171,2635000,69000,2013,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
171,3275000,32000,2020,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
172,2775000,85000,2010,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
172,2925000,81000,2012,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
172,3145000,75000,2014,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
172,3265000,51000,2015,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
172,3285000,48000,2017,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,JULY
172,3452000,35000,2020,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
172,3365000,49000,2018,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
173,2875000,85000,2012,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
173,3245000,62000,2017,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,DECEMBER
173,2825000,89000,2011,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
173,2945000,75000,2013,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
173,3125000,65000,2016,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
173,3575000,42000,2019,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JULY
173,3015000,69000,2015,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
174,3739000,43000,2019,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,APRIL
174,3045000,85000,2010,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
174,3115000,87000,2011,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
174,3356000,61000,2015,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
174,3175000,82000,2012,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MAY
174,3245000,62000,2014,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
174,3215000,79000,2013,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,OCTOBER
175,3850000,36000,2020,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
175,3145000,75000,2011,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
175,3545000,87000,2015,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
175,3028000,84000,2010,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,APRIL
175,3785000,34000,2019,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
175,3525000,71000,2016,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
175,3678000,42000,2018,1,175,1,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,DECEMBER
176,3875000,55000,2017,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
176,3545000,65000,2015,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,APRIL
176,3278000,79000,2011,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
176,3425000,68000,2014,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
176,3315000,75000,2013,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
176,3275000,86000,2011,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
176,3225000,81000,2010,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JULY
276,3845000,52000,2019,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
276,3725000,61000,2017,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,OCTOBER
276,3775000,55000,2018,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,DECEMBER
276,3645000,64000,2016,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
276,4025000,26000,2020,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JULY
276,3635000,65000,2015,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MAY
276,3615000,68000,2014,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
177,4372000,36000,2018,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
177,3945000,56000,2015,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
177,3585000,85000,2011,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
177,3976000,45000,2017,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
177,3745000,78000,2013,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,APRIL
177,3815000,67000,2014,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,MAY
177,3672000,84000,2012,1,175,0,2755,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
93,1145000,86000,2011,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,JUNE
93,1325000,73000,2013,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,OCTOBER
93,1075000,89000,2010,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
93,1385000,71000,2014,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
93,1745000,43000,2019,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,JULY
93,1545000,64000,2017,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
93,1578000,56000,2018,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,APRIL
93,1456000,67000,2015,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
94,1825000,55000,2018,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,OCTOBER
94,1428000,85000,2012,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
94,1628000,72000,2015,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,0VEMBER
94,1875000,45000,2019,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,JUNE
94,1445000,82000,2013,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,MAY
94,1573000,76000,2014,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,JULY
94,1650000,59000,2016,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,MARCH
94,1948000,29000,2020,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,JULY
39,1675000,73000,2015,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,AUGUST
39,1615000,75000,2014,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
39,1875000,43000,2019,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,0VEMBER
39,1478000,81000,2010,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,JUNE
39,1525000,78000,2011,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,AUGUST
39,1748000,65000,2017,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,JANUARY
39,1723000,68000,2016,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,DECEMBER
39,1915000,38000,2020,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,0,1,1,OCTOBER
40,1278000,72000,2013,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,APRIL
40,1238000,76000,2012,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
40,1715000,48000,2018,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,MAY
40,1426000,65000,2014,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,MARCH
40,1785000,42000,2019,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,JULY
40,1578000,54000,2017,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
40,1545000,61000,2016,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,JANUARY
40,1815000,32000,2020,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
95,2015000,39000,2019,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
95,1825000,65000,2016,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
95,1652000,68000,2014,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
95,1845000,52000,2017,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
95,2175000,28000,2020,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
95,1978000,48000,2018,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
95,1725000,61000,2015,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
95,2155000,35000,2020,1,164,1,2694,5,4,5,1300,1,1,1,1,1,1,1,1,1,JULY
96,1978000,75000,2014,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
96,2375000,45000,2019,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,OCTOBER
96,2025000,73000,2015,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,APRIL
96,2475000,34000,2020,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
96,2145000,69000,2016,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,DECEMBER
96,2335000,49000,2018,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
96,2275000,51000,2017,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
96,1945000,87000,2011,1,164,0,2694,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
114,1735000,52000,2018,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
114,1845000,39000,2019,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JULY
114,1657000,47000,2017,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,AUGUST
114,1425000,82000,2013,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
114,1478000,79000,2014,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JUNE
114,1875000,28000,2020,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
114,1525000,75000,2015,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JANUARY
114,1345000,84000,2012,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,MARCH
49,1545000,59000,2015,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
49,1815000,35000,2020,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JULY
49,1750000,49000,2018,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
49,1425000,71000,2013,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,MAY
49,1775000,36000,2019,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,AUGUST
49,1725000,51000,2017,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,OCTOBER
49,1455000,70000,2014,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
56,1525000,82000,2012,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JANUARY
56,1875000,54000,2018,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,MARCH
56,1625000,71000,2014,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,APRIL
56,1745000,60000,2017,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
56,1956000,37000,2020,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JANUARY
56,1715000,62000,2016,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
56,1925000,45000,2019,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
56,1678000,67000,2015,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,APRIL
56,1548000,73000,2013,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,MARCH
11,1965000,37000,2020,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,AUGUST
11,1750000,62000,2017,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JUNE
11,1877000,53000,2018,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
11,1552000,74000,2013,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JULY
11,1515000,87000,2011,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
11,1725000,61000,2016,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,OCTOBER
11,1575000,73000,2014,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
11,1625000,69000,2015,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JANUARY
97,1545000,65000,2012,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,APRIL
97,1522000,85000,2011,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,MAY
97,1975000,37000,2019,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
97,1643000,68000,2015,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JUNE
97,1753000,61000,2017,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,OCTOBER
97,1735000,63000,2016,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
97,1985000,35000,2020,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
97,1882000,51000,2018,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JULY
41,1785000,59000,2017,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
41,2025000,28000,2020,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,APRIL
41,2015000,39000,2019,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,DECEMBER
41,1885000,56000,2018,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,OCTOBER
41,1585000,72000,2014,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,SEPTEMBER
41,1755000,62000,2016,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,0VEMBER
41,1525000,61000,2013,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,JUNE
41,1524000,87000,2011,1,148,1,2393,5,4,5,1300,1,1,1,1,1,1,0,1,1,MAY
98,2035000,40000,2019,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,JULY
98,1545000,71000,2013,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,MARCH
98,2045000,39000,2020,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,JULY
98,1345000,67000,2015,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,DECEMBER
98,1545000,84000,2012,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,OCTOBER
98,1745000,60000,2016,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,APRIL
98,1775000,61000,2017,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
98,1910000,59000,2018,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,MAY
42,2145000,48000,2019,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,MARCH
42,1945000,62000,2016,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,JULY
42,1978000,58000,2017,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,DECEMBER
42,1623000,82000,2012,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,JANUARY
42,1715000,72000,2013,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,0VEMBER
42,2175000,38000,2020,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,FEBRUARY
42,2025000,55000,2018,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,OCTOBER
42,1925000,69000,2015,1,148,0,2393,5,4,6,1300,1,1,1,1,1,1,0,1,1,MARCH
99,2465000,55000,2018,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
99,2245000,63000,2016,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,APRIL
99,2145000,68000,2015,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
99,2125000,61000,2014,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,MAY
99,2415000,52000,2019,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
99,2450000,37000,2020,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,MARCH
99,2315000,59000,2017,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
99,2345000,62000,2018,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
43,2175000,74000,2013,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,JUNE
43,2445000,53000,2019,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,APRIL
43,2355000,67000,2018,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,MARCH
43,2452000,25000,2020,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
43,2335000,67000,2017,1,148,1,2393,5,7,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
